Codigo Nacional,Nombre Completo,Laboratorio,PVP IVA,Indicaciones,Principios Activos,Clasificacion ATC,Imagen_URL,Video_URL
658246,PARACETAMOL NORMON EFG 650 mg 20 COMPRIMIDOS,NORMON,"0,86","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 650.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/203478/68331_materialas_1.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
728603,PARACETAMOL SANDOZ CARE EFG 500 mg 20 COMPRIMIDOS,SANDOZ FARMACEUTICA S.A.,"3,75","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 500.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/400471/85102_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
658247,PARACETAMOL NORMON EFG 650 mg 40 COMPRIMIDOS,NORMON,"1,31","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 650.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/203478/68331_materialas_1.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
730610,PARACETAMOL PENSAVITAL EFG 650 mg 20 COMPRIMIDOS,TOWA PHARMACEUTICAL S.A.,"4,14","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 650.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
728849,PARACETAMOL PENSAVITAL EFG 1 g 10 COMPRIMIDOS,TOWA PHARMACEUTICAL S.A.,"3,89","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 1.0 GRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
730579,PARACETAMOL SANDOZ CARE EFG 1 g 10 COMPRIMIDOS,SANDOZ FARMACEUTICA S.A.,"3,75","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 1.0 GRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/401526/85846_materialas_1_2.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
728604,PARACETAMOL SANDOZ CARE EFG 650 mg 20 COMPRIMIDOS,SANDOZ FARMACEUTICA S.A.,"4,37","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 650.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/400472/85103_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
731095,PARACETAMOL STADAPHARM EFG 1 g 10 COMPRIMIDOS,STADA S.L,4,,PARACETAMOL 1.0 GRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/400968/85998_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
758071,PARACETAMOL TECNIMEDE 500 mg 20 COMPRIMIDOS RECUBIERTOS,TECNIMEDE ESPAÑA,"3,75","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 500.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/402107/87997_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
728599,PARACETAMOL TEVA GROUP 500 mg 20 COMPRIMIDOS,TEVA PHARMA,"3,95","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 500.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
726001,PARACETAMOL STADAPHARM EFG 650 mg 20 COMPRIMIDOS,STADA S.L,"4,61","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 650.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/398109/84216_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
731094,PARACETAMOL STADAPHARM EFG 500 mg 20 COMPRIMIDOS,STADA S.L,"3,95","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 500.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/400972/85997_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
730762,PARACETAMOL TEVA GROUP 650 mg 20 COMPRIMIDOS,TEVA PHARMA,"4,89","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 650.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
758070,PARACETAMOL TECNIMEDE 1 g 10 COMPRIMIDOS RECUBIERTOS,TECNIMEDE ESPAÑA,"3,75","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 1.0 GRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/402108/87996_materialas.jpg,https://www.youtube.com/watch?v=jrSrRyLf0vU
662096,PARACETAMOL TEVA-RIMAFAR EFG 650 mg 20 COMPRIMIDOS,TEVA PHARMA,"4,89","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 650.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
728602,PARACETAMOL TEVA GROUP 1 g 10 COMPRIMIDOS,TEVA PHARMA,"3,95","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 1.0 GRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
757990,PARACETAMOL/IBUPROFENO SANDOZ CARE 500 mg/200 mg 16 COMPRIMIDOS RECUBIERTOS,SANDOZ FARMACEUTICA S.A.,"6,24","- Tratamiento sintomático del dolor de intensidad leve a moderada, tales como [CEFALEA], [ODONTALGIA], [DISMENORREA], [DOLOR OSTEOMUSCULAR] como [CONTRACTURA MUSCULAR], [TORTICOLIS], [LUMBALGIA], [ARTROSIS] o [ARTRITIS REUMATOIDE], [NEURALGIA] como [CIATICA], dolor de garganta, [DOLOR POSTOPERATORIO] o postparto. 
 
 
 
 - Tratamiento sintomático de [FIEBRE].",PARACETAMOL 500.0 MILIGRAMOS; IBUPROFENO 200.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/403776/87958_materialas.jpg,https://www.youtube.com/watch?v=1xMMZV7ZuMg
683466,"PARLATOS 2,6 mg/ml SOLUCION ORAL 1 FRASCO 200 ml","PHARMEX ADVANCED LABORATORIES, S.L","8,04","- Tratamiento sintomático de la [TOS SECA] impoductiva, como la tos irritativa o la tos nerviosa.",DEXTROMETORFANO BROMHIDRATO 2.6 MILIGRAMOS,ALCALOIDES DEL OPIO Y DERIVADOS [N4],,https://www.youtube.com/watch?v=i0UX_r9Gz3o
664444,PASIFLORA ARKOPHARMA 300 mg 84 CAPSULAS,ARKOPHARMA,"18,15","- Tratamiento sintomático y transitorio del [NERVIOSISMO], [ESTRES] e [IRRITABILIDAD], y como ayuda para mejorar el sueño en [INSOMNIO].
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",PASIFLORA SUMIDAD AEREA 300.0 MILIGRAMOS,OTROS HIPNOTICOS Y SEDANTES [N4],,https://www.youtube.com/watch?v=xRQNCyGZZbM
659366,PASANG 425 mg 30 COMPRIMIDOS RECUBIERTOS,PASCOE,"14,9","- Tratamiento sintomático y transitorio del [NERVIOSISMO], [ESTRES] e [IRRITABILIDAD], y como ayuda para mejorar el sueño en [INSOMNIO].",PASIFLORA EXTRACTO SECO 425.0 MILIGRAMOS,OTROS HIPNOTICOS Y SEDANTES [N4],,https://www.youtube.com/watch?v=xRQNCyGZZbM
802306,PASTA LASSAR IMBA 1 TUBO 50 g,"PHARMEX ADVANCED LABORATORIES, S.L","10,23","- Tratamiento de las afecciones que supongan escoceduras e [IRRITACION CUTANEA]: [DERMATITIS DEL PAÑAL] o en otras zonas de roce con la ropa.
 
 
 
 - Protección y alivio de irritaciones leves, como en caso de [EXCORIACION].","ZINC, OXIDO 250.0 MILIGRAMOS; LANOLINA 343.75 MILIGRAMOS",PRODUCTOS CON ZINC [N4],,
664443,PASIFLORA ARKOPHARMA 300 mg 45 CAPSULAS,ARKOPHARMA,"11,16","- Tratamiento sintomático y transitorio del [NERVIOSISMO], [ESTRES] e [IRRITABILIDAD], y como ayuda para mejorar el sueño en [INSOMNIO].
 
 
 
 Su utilización se basa exclusivamente en un uso tradicional.",PASIFLORA SUMIDAD AEREA 300.0 MILIGRAMOS,OTROS HIPNOTICOS Y SEDANTES [N4],,https://www.youtube.com/watch?v=xRQNCyGZZbM
660142,PEPCID 10 mg 12 COMPRIMIDOS RECUBIERTOS,JNTL CONSUMER HEALTH SPAIN S.L.,"8,95","""PEPCID""
 
 
 
 - Tratamiento sintomático de [HIPERACIDEZ GASTRICA] en adultos y adolescentes mayores de 16 años.",FAMOTIDINA 10.0 MILIGRAMOS,ANTAGONISTAS DEL RECEPTOR H2 [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/102867/62090_materialas.jpg,https://www.youtube.com/watch?v=1p2-iTqBKQQ
724167,PERIACTIN 4 mg 30 COMPRIMIDOS,ALFASIGMA ESPAÑA S.L.,"9,59","- Tratamiento sintomático de afecciones alérgicas de origen respiratorio, tales como [RINITIS ALERGICA ESTACIONAL], [RINITIS ALERGICA PERENNE], [RINITIS VASOMOTORA], [CONJUNTIVITIS ALERGICA]. 
 
 
 
 También puede emplearse como tratamiento sintomático de [DERMATITIS DE CONTACTO ALERGICA], [URTICARIA] aguda o crónica, [ANGIOEDEMA], [DERMATITIS DE CONTACTO], [ALERGIA A MEDICAMENTOS], [ALERGIA ALIMENTARIA], [PICADURAS DE INSECTOS] o [PRURITO] de origen alérgico. 
 
 
 
 Finalmente puede resultar útil como",CIPROHEPTADINA CLORHIDRATO 4.0 MILIGRAMOS,OTROS ANTIHISTAMINICOS PARA USO SISTEMICO [N4],,
972778,PEROXIBEN 100 mg/g GEL CUTANEO 1 TUBO 30 g,ISDIN,"17,46",- [ACNE] de grado moderado.,"BENZOILO, PEROXIDO 100.0 MILIGRAMOS",PEROXIDOS [N4],,
974451,PEROXIBEN 50 mg/g GEL CUTANEO 1 TUBO 30 g,ISDIN,"14,99",- [ACNE] de grado moderado.,"BENZOILO, PEROXIDO 50.0 MILIGRAMOS",PEROXIDOS [N4],,
994277,PEROXIBEN 100 mg/g GEL CUTANEO 1 TUBO 60 g,ISDIN,"22,19",- [ACNE] de grado moderado.,"BENZOILO, PEROXIDO 100.0 MILIGRAMOS",PEROXIDOS [N4],,
994285,PEROXIBEN 50 mg/g GEL CUTANEO 1 TUBO 60 g,ISDIN,"20,14",- [ACNE] de grado moderado.,"BENZOILO, PEROXIDO 50.0 MILIGRAMOS",PEROXIDOS [N4],,
974436,PEROXIBEN 25 mg/g GEL CUTANEO 1 TUBO 30 g,ISDIN,"14,37",- [ACNE] de grado moderado.,"BENZOILO, PEROXIDO 25.0 MILIGRAMOS",PEROXIDOS [N4],,
724067,PHARMAFREN 200 mg/30 mg 20 CAPSULAS,CINFA,"11,6","- Alivio sintomático de la [CONGESTION NASAL]/sinusal que cursa con dolor de cabeza, fiebre y dolor asociado a [RESFRIADO COMUN] y [GRIPE].",IBUPROFENO 200.0 MILIGRAMOS; PSEUDOEFEDRINA CLORHIDRATO 30.0 MILIGRAMOS,OTROS PREPARADOS PARA EL RESFRIADO [N3],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/395559/83605_materialas.jpg,https://www.youtube.com/watch?v=iw4uVUeNL9o
888537,PHARMAGRIP FORTE CONGESTION Y SECRECION NASAL 10 SOBRES POLVO PARA SUSPENSION ORAL,CINFA,"11,6","- Tratamiento sintomático de [RESFRIADO COMUN] o [GRIPE] que cursen con dolor leve o moderado, fiebre, congestión y secreción nasal en adultos y adolescentes > 14 años.",PARACETAMOL 650.0 MILIGRAMOS; CLORFENAMINA MALEATO 4.0 MILIGRAMOS; FENILEFRINA CLORHIDRATO 10.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/106309/62958_materialas.jpg,https://www.youtube.com/watch?v=j2deO-DcrvI&list=PL3n4WGtlmfBigY0-Lx96gc9KWstm_6YRE&index=2
764866,PHARMAGRIP CONGESTION 600/10 mg 10 SOBRES GRANULADO,CINFA,"11,6","- Tratamiento sintomático de [RESFRIADO COMUN] o [GRIPE] que cursen con dolor leve o moderado, fiebre, congestión y secreción nasal en adultos y adolescentes > 14 años.",PARACETAMOL 600.0 MILIGRAMOS; FENILEFRINA CLORHIDRATO 10.0 MILIGRAMOS,ANILIDAS [N4],,https://www.youtube.com/watch?v=jrSrRyLf0vU
833343,PHARMAGRIP CONGESTION Y SECRECION NASAL 14 CAPSULAS,CINFA,"11,08","- Tratamiento sintomático de [RESFRIADO COMUN] o [GRIPE] que cursen con dolor leve o moderado, fiebre, congestión y secreción nasal en adultos y adolescentes a partir de 15 años.",PARACETAMOL 500.0 MILIGRAMOS; CLORFENAMINA MALEATO 4.0 MILIGRAMOS; FENILEFRINA CLORHIDRATO 10.0 MILIGRAMOS,ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/192496/56721_materialas.jpg,https://www.youtube.com/watch?v=j2deO-DcrvI&list=PL3n4WGtlmfBigY0-Lx96gc9KWstm_6YRE&index=2
689188,PHARMAGRIP TOS Y CONGESTION 10 SOBRES POLVO PARA SOLUCION ORAL,CINFA,"11,6",,DEXTROMETORFANO BROMHIDRATO 15.0 MILIGRAMOS; PSEUDOEFEDRINA SULFATO 30.0 MILIGRAMOS; PARACETAMOL 500.0 MILIGRAMOS,OTROS PREPARADOS PARA EL RESFRIADO [N3],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/394420/75762_materialas.jpg,https://www.youtube.com/watch?v=iw4uVUeNL9o
679688,PHARMAGRIP TOS Y CONGESTION SUSPENSION ORAL 1 FRASCO 125 ml,CINFA,"8,9","- Alivio sintomático de la [GRIPE] y [RESFRIADO COMUN] que curse con dolor leve o moderado, fiebre, tos improductiva (irritativa y nerviosa), congestión y secreciones nasales.",DEXTROMETORFANO BROMHIDRATO 10.0 MILIGRAMOS; PSEUDOEFEDRINA CLORHIDRATO 30.0 MILIGRAMOS; PARACETAMOL 250.0 MILIGRAMOS,OTROS PREPARADOS PARA EL RESFRIADO [N3],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/89166/61068_materialas.jpg,https://www.youtube.com/watch?v=iw4uVUeNL9o
759621,"PLANTABEN 3,5 g 30 SOBRES POLVO EFERVESCENTE",VEMEDIA PHARMA HISPANIA,"8,5","- Tratamiento del [ESTREÑIMIENTO] habitual o crónico. 
 
 
 
 - Situaciones en las que sería deseable facilitar la deposición de las heces, como en casos de deposiciones dolorosas tras cirugía rectal o anal, fisuras anales y hemorroides.",ISPAGULA CUTICULA 3.5 GRAMOS,FORMADORES DE VOLUMEN [N4],,https://www.youtube.com/watch?v=4aU8pa2camk
808220,POLARACREM 2 mg/g + 5 mg/g CREMA 1 TUBO 20 g,ROVI,"9,6","Alivio temporal de las molestias debidas a:
 
 
 
 - [IRRITACION CUTANEA] menor.
 
 
 
 - [PRURITO].
 
 
 
 - [QUEMADURAS SOLARES].
 
 
 
 - [PICADURAS DE INSECTOS].",DEXCLORFENIRAMINA MALEATO 2.0 MILIGRAMOS; ALANTOINA 5.0 MILIGRAMOS,ANTIHISTAMINICOS PARA USO TOPICO [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/97306/40729_materialas_1.jpg,
803296,POMADA BELLADONA ORRAVAN 100 mg/g 1 TUBO 25 g,REIG JOFRE,"4,29","- Neuralgias superficiales en dolores de ulceraciones cutáneas, en la [PAROTIDITIS].
 
 
 
 - Como emplasto para los dolores reumáticos.",BELLADONA EXTRACTO BLANDO 100.0 MILIGRAMOS,OTROS ANTIPRURIGINOSOS [N4],,
728404,"POSTINOR DIFARMED 1,5 mg 1 COMPRIMIDO",DIFARMED,"26,9",- [ANTICONCEPCION DE URGENCIA] dentro de las 72 horas (3 días) siguientes a haber mantenido relaciones sexuales sin protección o haberse producido un fallo del anticonceptivo utilizado.,LEVONORGESTREL (ANTICONCEPTIVO EMERGENCIA) 1.5 MILIGRAMOS,ANTICONCEPTIVOS DE EMERGENCIA [N4],,https://www.youtube.com/watch?v=sUevpzIg0_o
653694,"POSTINOR 1,5 mg 1 COMPRIMIDO",GEDEON RICHTER,"26,9",- [ANTICONCEPCION DE URGENCIA] dentro de las 72 horas (3 días) siguientes a haber mantenido relaciones sexuales sin protección o haberse producido un fallo del anticonceptivo utilizado.,LEVONORGESTREL (ANTICONCEPTIVO EMERGENCIA) 1.5 MILIGRAMOS,ANTICONCEPTIVOS DE EMERGENCIA [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/201752/67515_materialas.jpg,https://www.youtube.com/watch?v=sUevpzIg0_o
686220,POTENCIATOR 5 g 20 AMPOLLAS BEBIBLES SOLUCION ORAL 10 ml,FAES FARMA,"17,28","Prevención y tratamiento sintomático de estados carenciales de aminoácidos, como: 
 
 
 
 - [ASTENIA] funcional o fatiga, [CONVALECENCIA].
 
 
 
 - Inadecuado aporte diaetético, regímenes vegetarianos y de adelgazamiento o [ANOREXIA].","ARGININA, ASPARTATO 5.0 GRAMOS",AMINOACIDOS Y DERIVADOS [N4],,
809277,"PRANZO 62,5 mg/ml + 1,25 mg/ml + 0,5 mg/ml SOLUCION ORAL 1 FRASCO 200 ml",VIÑAS,"9,9","- [ANOREXIA], [ASTENIA].
 
 
 
 - [CONVALECENCIA], defatigante.",CARNITINA CLORHIDRATO 62.5 MILIGRAMOS; LISINA CLORHIDRATO 1.25 MILIGRAMOS; CIPROHEPTADINA CLORHIDRATO 0.5 MILIGRAMOS,ESTIMULANTES DEL APETITO [N4],,
937474,PROCTOLOG POMADA RECTAL 1 TUBO 30 g,DESMA,"16,24","[HEMORROIDES]: Hemorroides internas y externas.
 
 
 
 [FISURA ANAL]",RUSCOGENINA 5.0 MILIGRAMOS; TRIMEBUTINA 58.0 MILIGRAMOS,OTROS AGENTES DE USO TOPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES [N4],,
936831,PROCTOLOG POMADA RECTAL 1 TUBO 15 g,DESMA,"9,99","[HEMORROIDES]: Hemorroides internas y externas.
 
 
 
 [FISURA ANAL]",RUSCOGENINA 5.0 MILIGRAMOS; TRIMEBUTINA 58.0 MILIGRAMOS,OTROS AGENTES DE USO TOPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES [N4],,
969501,PROPALGINA PLUS 10 SOBRES POLVO PARA SOLUCION ORAL,BAYER HISPANIA S.L.,"13,96","- Tratamiento sintomático de [RESFRIADO COMUN] y [GRIPE] que cursen con fiebre, dolor moderado, cefalea, congestión nasal, tos improductiva y rinorrea.","CLORFENAMINA MALEATO 2.0 MILIGRAMOS; FENILEFRINA CLORHIDRATO 7.5 MILIGRAMOS; DEXTROMETORFANO BROMHIDRATO 10.0 MILIGRAMOS; ASCORBICO, ACIDO 200.0 MILIGRAMOS; PARACETAMOL 500.0 MILIGRAMOS",ANILIDAS [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/92607/56999_materialas.jpg,https://www.youtube.com/watch?v=j2deO-DcrvI&list=PL3n4WGtlmfBigY0-Lx96gc9KWstm_6YRE&index=2
723893,PROPALGAR 3 mg 24 PASTILLAS PARA CHUPAR,BAYER HISPANIA S.L.,"10,77",- Alivio local sintomático del [DOLOR DE GARGANTA] y [ESTOMATITIS] en adultos y niños mayores de 6 años que sean capaces de cooperar,BENCIDAMINA (ESTOMATOLOGICO) CLORHIDRATO 3.0 MILIGRAMOS,OTROS PREPARADOS PARA LA GARGANTA [N4],http://botplusweb.farmaceuticos.com//Documentos/AEMPS/Fotos/402235/83540_materialas.jpg,
650104,PROPALCOF 15 mg/ml GOTAS ORALES EN SOLUCION 1 FRASCO 20 ml,BAYER HISPANIA S.L.,"5,95","- Tratamiento sintomático de la [TOS SECA] impoductiva, como la tos irritativa o la tos nerviosa.
 
 
 
 ####Indicaciones financiadas####
 
 
 
 - Pacientes oncológicos con tos persistente.",DEXTROMETORFANO BROMHIDRATO 15.0 MILIGRAMOS,ALCALOIDES DEL OPIO Y DERIVADOS [N4],,https://www.youtube.com/watch?v=i0UX_r9Gz3o
654147,PROPALCOF 15 mg/5 ml JARABE 1 FRASCO 200 ml,BAYER HISPANIA S.L.,"8,77","- Tratamiento sintomático de la [TOS SECA] impoductiva, como la tos irritativa o la tos nerviosa.",DEXTROMETORFANO BROMHIDRATO 3.0 MILIGRAMOS,ALCALOIDES DEL OPIO Y DERIVADOS [N4],,https://www.youtube.com/watch?v=i0UX_r9Gz3o
696644,PROSPANTUS JARABE 1 FRASCO 200 ml,FERRER INTERNACIONAL,"13,94","Medicamento a base de plantas utilizado como expectorante para la [TOS PRODUCTIVA] en adultos, adolescentes y niños mayores de 2 años.
 
 
 
 - Tratamiento de la [TOS] asociada a trastornos pulmonares benignos.",HIEDRA EXTRACTO SECO 35.0 MILIGRAMOS,EXPECTORANTES [N4],,https://www.youtube.com/watch?v=UKzubM7i1OE
697794,PROSPANTUS 35 mg 21 SOBRES JARABE 5 ml,FERRER INTERNACIONAL,"10,35","Medicamento a base de plantas utilizado como expectorante para la [TOS PRODUCTIVA] en adultos, adolescentes y niños mayores de 2 años.
 
 
 
 - Tratamiento de la [TOS] asociada a trastornos pulmonares benignos.",HIEDRA EXTRACTO SECO 35.0 MILIGRAMOS,EXPECTORANTES [N4],,https://www.youtube.com/watch?v=UKzubM7i1OE
